0_TECH_XOR_EXTERNAL,09_22_13_11_33.csv,160,160,160,568,575,572,587,579,567,579,571,572,599,579,572,580,584,573,579,570,587,587,581,568,574,557,578,571,573,576,567,570,568,567,573,571,596,573,567,567,571,567,567,567,588,566,568,571,568,569,572,575,568,561,565,567,578,568,567,564,588,573,566,568,579,571,573,569,567,565,564,565,564,569,577,561,567,565,567,586,562,572,574,583,568,588,570,571,569,577,566,566,568,569,570,560,572,570,567,565,563,561,569,566,564,568,568,566,562,577,571,560,570,566,565,567,567,569,570,564,564,567,566,566,573,571,573,571,550,569,566,567,587,567,566,567,549,566,565,572,576,572,573,566,565,566,564,575,567,568,567,566,569,567,570,572,598,573,569,566,574,567,563,566,565,563,569,562,567,573,569,569,569,563,564,565,564,663,564,567,556,563,584,569,568,554,579,570,572,569,565,565,564,
10_TECH_FLETCHER_INTERMEDIATE,09_22_13_14_09.csv,160,160,160,1052,1052,1083,1083,1060,1050,1048,1053,1054,1051,1073,1059,1055,1053,1062,1051,1085,1073,1087,1061,1048,1064,1054,1050,1048,1047,1051,1053,1058,1047,1068,1071,1048,1077,1055,1090,1084,1052,1048,1047,1045,1050,1053,1055,1059,1048,1044,1068,1057,1082,1056,1049,1046,1044,1070,1049,1055,1051,1048,1050,1063,1053,1056,1060,1055,1050,1046,1096,1086,1050,1047,1046,1045,1051,1051,1059,1042,1050,1050,1079,1059,1051,1070,1054,1077,1053,1046,1048,1050,1046,1053,1072,1049,1050,1057,1054,1056,1063,1052,1051,1046,1046,1045,1069,1051,1050,1046,1048,1049,1074,1053,1054,1045,1045,1045,1072,1053,1049,1045,1046,1046,1069,1053,1056,1051,1051,1050,1070,1053,1049,1046,1048,1049,1077,1053,1045,1047,1045,1052,1061,1054,1052,1045,1044,1079,1054,1052,1058,1047,1047,1047,1062,1055,1060,1056,1055,1071,1056,1049,1047,1046,1046,1065,1053,1048,1043,1077,1053,1065,1055,1052,1054,1049,1044,1078,1073,1047,1047,1044,1047,1095,1051,1053,1047,1049,1049,1054,1056,1049,1046,
11_TECH_FLETCHER_INTERNAL,09_22_13_14_37.csv,160,160,160,9489,9495,9501,9392,7135,7106,7133,7150,7104,7104,7120,7110,7122,7121,7096,7102,7123,7102,6594,6545,6546,6561,6555,6535,6550,6532,6534,6551,6544,6540,6553,6536,6532,6574,6551,6537,6565,6540,6537,6554,6534,6537,6548,6563,6559,6546,6532,6528,6531,6534,6533,6561,6537,6560,6555,6535,6580,6530,6549,6535,6548,6532,6545,6534,6551,6542,6557,6542,6544,6557,6535,6563,6533,6561,6534,6545,6532,6553,6535,6551,6531,6549,6541,6551,6538,6534,6533,6550,6538,6535,6529,6547,6529,6547,6531,6546,6531,6545,6535,6555,6545,6564,6539,6557,6546,6533,6537,6529,6531,6529,6533,6537,6546,6537,6550,6539,6550,6535,6589,6545,6555,6535,6557,6535,6551,6534,6554,6561,6568,6539,6596,6604,6592,6604,6606,6614,6620,6582,6543,6534,6532,6556,6535,6603,6562,6561,6536,6549,6532,6550,6539,6557,6541,6538,6546,6532,6564,6537,6557,6535,6546,6529,6566,6530,6543,6526,6576,6536,6557,6534,6550,6533,6544,6527,6559,6534,6547,6533,6543,6529,6541,6526,6541,6531,6550,6532,6552,6531,6557,6533,
12_TECH_CRC_EXTERNAL,09_22_13_14_53.csv,160,160,160,1382,1376,1407,1392,1375,1387,1408,1391,1393,1390,1392,1387,1387,1392,1393,1390,1393,1384,1393,1391,1387,1396,1383,1388,1386,1418,1387,1388,1413,1394,1386,1379,1380,1410,1390,1380,1395,1387,1387,1388,1386,1392,1386,1381,1392,1387,1387,1399,1383,1402,1384,1389,1395,1383,1386,1384,1424,1395,1387,1387,1395,1384,1404,1386,1385,1385,1393,1390,1389,1383,1406,1387,1396,1385,1385,1387,1379,1395,1384,1385,1389,1398,1384,1387,1388,1389,1382,1376,1393,1388,1385,1388,1386,1392,1382,1380,1380,1379,1389,1409,1376,1381,1369,1393,1380,1382,1393,1377,1379,1389,1382,1384,1391,1396,1381,1387,1382,1388,1383,1385,1380,1395,865,808,801,791,798,794,790,791,793,815,795,791,792,793,817,803,795,795,791,819,797,798,788,787,795,803,792,788,790,805,822,795,795,795,797,796,793,793,794,815,819,791,790,789,836,807,799,794,797,797,798,797,793,791,790,800,798,791,801,791,807,798,796,799,789,797,797,792,
13_TECH_CRC_INTERMEDIATE,09_22_13_15_11.csv,160,160,160,1678,1675,1675,1672,1680,1675,1673,1670,1682,1696,1675,1667,1666,1676,1674,1671,1673,1675,1679,1680,1670,1670,1692,1697,1671,1668,1091,965,991,973,961,960,964,988,969,967,959,958,962,964,964,961,961,958,1162,969,967,963,966,964,987,970,967,962,959,971,978,982,962,959,954,959,983,965,969,965,966,963,999,964,962,959,972,960,980,973,957,961,958,963,969,969,968,967,965,956,972,1021,1021,1022,1019,1021,1017,1067,1021,1017,1016,1044,1027,1043,1025,1024,1019,1016,1035,1023,1019,1020,1021,1022,1024,1019,1021,1020,1028,1047,1032,1026,1020,1019,1019,1020,1022,1021,1021,1020,1020,1019,1018,1019,1023,1024,1027,1026,1052,1022,1018,1013,1018,1017,1017,1019,1020,1018,1018,1017,1018,1049,1031,1026,1027,1026,1022,1056,1024,1018,1016,1013,1018,1018,1021,1018,1014,1051,1027,1027,1044,1019,1015,1013,1016,1037,1026,1015,1019,1018,1018,1045,1036,1019,1042,1028,1023,1027,1020,1019,1018,1021,1019,1021,
14_TECH_CRC_INTERNAL,09_22_13_15_48.csv,160,160,160,7162,7187,7169,7169,7174,7199,7181,6630,6587,6584,6585,6611,6590,6588,6587,6586,6610,6586,6593,6597,6626,6634,6651,6623,6643,6666,6656,6627,6610,6598,6592,6589,6623,6632,6609,6602,6620,6600,6594,6636,6590,6588,6634,6587,6606,6608,6592,6587,6604,6594,6587,6615,6618,6593,6610,6591,6612,6614,6587,6586,6601,6587,6605,6602,6595,6604,6608,6587,6620,6616,6592,6609,6600,6586,6605,6600,6588,6606,6604,6591,6604,6605,6589,6604,6594,6593,6614,6593,6631,6605,6592,6616,6609,6588,6610,6582,6610,6587,6603,6587,6600,6594,6605,6587,6607,6591,6608,6603,6604,6593,6601,6587,6603,6588,6605,6592,6604,6604,6607,6592,6606,6593,6624,6587,6609,6583,6601,6582,6583,6607,6582,6601,6583,6591,6603,6587,6610,6586,6597,6590,6603,6585,6615,6590,6584,6603,6583,6598,6583,6602,6587,6608,6586,6587,6611,6597,6604,6581,6605,6582,6598,6583,6597,6579,6598,6584,6584,6603,6586,6608,6596,6606,6585,6602,6585,6600,6582,6597,6585,6600,6582,6595,6583,6606,6594,6602,6590,6604,6582,6597,
15_TECH_XOR_FLET,09_22_13_16_05.csv,160,160,160,6167,6170,3627,3506,3525,3513,3543,3500,3477,3490,3542,3501,3483,3492,3495,3489,3515,3493,3513,3495,3496,3486,3497,3490,3526,3499,3102,2867,2857,2836,2879,2860,2860,2881,2893,2869,2877,2858,2886,2856,2836,2868,2839,2845,2848,2846,2848,2846,2848,2871,2839,2891,2889,2864,2885,2874,2854,2861,2858,2838,2860,2865,2868,2829,2886,2874,2861,2872,2871,2854,2854,2881,2872,2860,2859,2855,2866,2859,2881,2846,2840,2875,2867,2844,2862,2870,2881,2864,2847,2861,2867,2859,2862,2876,2860,2853,2838,2861,2876,2854,2876,2862,2850,2840,2873,2862,2888,2865,2862,2846,2841,2868,2846,2865,2853,2866,2849,2867,2867,2854,2878,2860,2869,2862,2864,2894,2860,2830,2857,2877,2849,2877,2857,2862,2879,2871,2874,2879,2871,2870,2862,2849,2865,2831,2842,2864,2864,2840,2845,2851,2864,2871,2866,2895,2858,2846,2835,2855,2865,2837,2836,2855,2872,2845,2872,2847,2875,2860,2856,2883,2837,2849,2830,2838,2863,2865,2870,2858,2848,2842,2852,2831,2869,2876,2869,2854,2865,2885,2844,2871,
16_TECH_XOR_CRC,09_22_13_16_23.csv,160,160,160,6180,6243,6172,3604,3508,3538,3538,3534,3505,3523,3490,3507,3532,3528,3524,3510,3522,3508,3515,3534,3258,2897,2880,2900,2876,2870,2885,2879,2890,2861,2873,2863,2872,2861,2882,2874,2871,2883,2876,2906,2898,2926,2894,2908,2917,2901,2890,2902,2901,2905,2941,2895,2926,2903,2889,2869,2902,2869,2914,2875,2890,2866,2871,2876,2881,2879,2872,2906,2918,2904,2894,2876,2876,2878,2886,2854,2891,2889,2875,2886,2889,2891,2885,2874,2877,2876,2885,2882,2881,2887,2871,2862,2893,2873,2878,2872,2869,2870,2887,2886,2880,2876,2871,2845,2858,2871,2879,2875,2876,2910,2907,2888,2876,2878,2875,2876,2882,2888,2873,2887,2883,2879,2881,2868,2879,2873,2875,2872,2890,2882,2858,2865,2867,2894,2903,2877,2884,2902,2885,2873,2875,2865,2881,2878,2880,2878,2888,2874,2893,2891,2882,2887,2861,2892,2873,2861,2855,2891,2884,2857,2911,2907,2877,2876,2889,2883,2889,2871,2894,2887,2870,2893,2869,2880,2869,2880,2867,2889,2885,2865,2877,2896,2887,2880,2893,2881,2865,2887,2878,2873,
17_TECH_ONES_FLET,09_22_13_16_43.csv,160,160,160,5451,5455,5455,5473,5205,3130,3092,3088,3092,3123,3110,3093,3090,3091,3112,3094,3089,3105,3098,3100,3100,3097,3092,3094,3109,3092,3090,3089,3120,3093,3112,3089,3093,3089,3092,3115,3085,2539,2535,2530,2536,2554,2577,2565,2560,2549,2570,2578,2553,2563,2583,2554,2597,2586,2566,2572,2554,2575,2589,2573,2541,2541,2528,2531,2535,2559,2534,2547,2536,2540,2544,2555,2539,2540,2565,2570,2554,2569,2541,2537,2533,2577,2541,2541,2555,2536,2541,2564,2553,2533,2540,2537,2545,2537,2532,2554,2543,2538,2535,2535,2539,2544,2541,2540,2531,2539,2536,2527,2551,2537,2532,2534,2542,2530,2543,2537,2540,2539,2540,2547,2539,2538,2534,2565,2541,2536,2533,2535,2535,2531,2538,2535,2543,2537,2542,2539,2547,2546,2542,2544,2535,2540,2532,2532,2541,2534,2534,2534,2533,2535,2543,2543,2548,2564,2536,2528,2563,2563,2571,2568,2590,2594,2598,2575,2595,2571,2570,2581,2586,2569,2564,2568,2576,2560,2559,2568,2549,2560,2556,2554,2559,2588,2567,2603,2616,2591,2620,2613,2590,2558,
18_TECH_ONES_CRC,09_22_13_17_05.csv,160,160,160,5327,5338,5340,3253,3028,3033,3023,3029,3051,3094,3044,3036,3051,3046,3059,3038,3036,3041,3027,3029,2799,2496,2485,2461,2460,2452,2455,2458,2453,2457,2449,2455,2456,2460,2455,2452,2458,2494,2482,2468,2453,2451,2462,2456,2458,2452,2460,2453,2447,2453,2474,2460,2457,2479,2496,2458,2453,2480,2500,2477,2470,2456,2450,2451,2458,2456,2458,2463,2485,2462,2459,2458,2450,2453,2480,2467,2474,2468,2458,2470,2509,2473,2477,2459,2476,2455,2458,2510,2462,2453,2456,2459,2476,2461,2451,2456,2466,2453,2466,2467,2462,2465,2458,2467,2481,2478,2485,2473,2464,2453,2469,2470,2467,2454,2454,2451,2456,2464,2460,2460,2457,2467,2477,2474,2464,2465,2475,2462,2459,2456,2452,2490,2471,2455,2461,2460,2458,2455,2455,2454,2453,2447,2460,2474,2459,2454,2457,2455,2461,2476,2483,2458,2459,2479,2457,2455,2452,2449,2448,2465,2455,2466,2474,2459,2452,2454,2452,2479,2459,2480,2473,2456,2452,2450,2446,2457,2467,2464,2484,2450,2449,2447,2451,2473,2457,2462,2454,2455,2449,2449,
